Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,CleanedReview
567543,B003JO0VV2,A39E2PYF0EUQV9,B. Lake,2,2,1,1336089600,Inferior Milk Kefir Grains,"The kefir grains were delivered promptly so there was no issue with that. However! The milk kefir that they produce is not what I would consider real milk kefir. I've previously made milk kefir from grains obtained through Marilyn ""Kefirlady"" and through the local leader of the Weston A. Price chapter. Both Kefirlady's and those obtained through Weston A. Price produced much better kefir. One of the main differences I could tell is that the kefir grains I've received from Cultures of Health do not create the ""slimy"" casing around the grains as I had experienced with other vendors. This leads me to believe that the grains are lacking some of the bacteria or yeasts that form the kefir grains. The taste is also not as sour as other previous grains. I understood that the first week or so of batches would not be up to par however I'm well past that. Personally, I'd recommend getting them from a different vendor as these are woefully inadequate at accomplishing their intended purpose. Looks like I'll have to be getting some new grains...",kefir grain delivered promptly issue however milk kefir produce would consider real milk kefir ive previously made milk kefir grain obtained marilyn kefirlady local leader weston price chapter kefirladys obtained weston price produced much better kefir one main difference could tell kefir grain ive received culture health create slimy casing around grain experienced vendor lead believe grain lacking bacteria yeast form kefir grain taste also sour previous grain understood first week batch would par however im well past personally id recommend getting different vendor woefully inadequate accomplishing intended purpose look like ill getting new grain
567544,B003JO0VV2,A2ZHNJMM53MHVC,A. Webb,0,0,1,1347494400,HIGHLY Disappointed!,"Kefir is SOOOO good for you, and Cultures for Health is a great company to buy from. The milk kefir grains from CFH were great, and my child thoroughly enjoyed the milk kefir. I noticed a calming effect from it (likely the B Vitamins). They helped with our gut and regularity immensely.<br /><br />However, this is NOT a Cultures for Health company product. It is from 'Lifetime kefir."" I've never written a review before, and I do buy items very frequently online. I'm usually easy going with how things turn out through the mail. It arrived VERY warm and wet and in a PLASTIC bag. The dried kefir is much more shelf-stable through the mail and arrives in better packaging that doesn't leach chemicals into the product. Shipping was much slower than expected. It ended up shipping separately from my other items and arrived several days after the others. This is questionable whether it is safe to use because of the heat (it's summer here!) and plastic, and I certainly cannot give this to my small immune-compromised child of which is why I ordered this in the first place. For the customer service, I cannot yet say how they handled this issue, but I'm hoping for a full refund, shipping cost in all. I will update on the customer service aspect. Order directly from CFH. It's faster and better quality.",kefir soooo good culture health great company buy milk kefir grain cfh great child thoroughly enjoyed milk kefir noticed calming effect likely b vitamin helped gut regularity immenselyhowever culture health company product lifetime kefir ive never written review buy item frequently online im usually easy going thing turn mail arrived warm wet plastic bag dried kefir much shelfstable mail arrives better packaging doesnt leach chemical product shipping much slower expected ended shipping separately item arrived several day others questionable whether safe use heat summer plastic certainly cannot give small immunecompromised child ordered first place customer service cannot yet say handled issue im hoping full refund shipping cost update customer service aspect order directly cfh faster better quality
567545,B003JO0VV2,AUJZEJ5KJU6OQ,"Debra Carr ""Peace and Good Health""",0,0,5,1344729600,KEFIR KEEFER,These grains are very nice.  Took about a month before they really took off and doubled in size.  Use the first couple batches for your pancakes or baking.  I love my kefir with a little maple syrup.,grain nice took month really took doubled size use first couple batch pancake baking love kefir little maple syrup
567546,B003JO0VV2,A2GDREZ4I4I75V,"J. A. Mashensic ""Liturature luvr""",0,0,4,1341187200,Keen on kefir,"These kefir grains took a little extra TLC tender lovin care to get going.  Love the cultures for health web site.  I have gone there many times since purchasing my kefir grains for assistance with kefir and kombucha.  Keep up the good work, cultures for health.  My daily dose of kefir keeps me healthy and happy!",kefir grain took little extra tlc tender lovin care get going love culture health web site gone many time since purchasing kefir grain assistance kefir kombucha keep good work culture health daily dose kefir keep healthy happy
567547,B003JO0VV2,A2CW6U54BZL8S4,Oueder,0,0,5,1327795200,Food that keeps growing,I have been using kefir with milk for about 6 weeks now and love it. I make a new batch every day and eat it with cereal for breakfast. I can't tell yet what the health benefits are. The kefir grains that I purchased have more than quadruppled. I am ready to give some away for free because I don't need that many. I wonder if we can eat the grains :),using kefir milk week love make new batch every day eat cereal breakfast cant tell yet health benefit kefir grain purchased quadruppled ready give away free dont need many wonder eat grain
567548,B003JO0VV2,A1ZR545Z7DWT9G,Sylvester M,0,1,5,1331510400,Worthwhile purchase,"I purchased my milk kefir grains about a month ago and they took off right away, making kefir from milk within a week. Since then, the original grains have doubled in size. I'm happy with my purchase.",purchased milk kefir grain month ago took right away making kefir milk within week since original grain doubled size im happy purchase
567549,B0028SW9SS,AIM6IOVPMXWWH,Fair Person,0,0,5,1315612800,Great Tea,This tea has a clean crisp taste with just the right amount of bergamot.So many teas have a bitter aftertaste but not this.I appreciate the USDA seal guaranteeing it's organic as well..not all teas have this.,tea clean crisp taste right amount bergamotso many tea bitter aftertaste thisi appreciate usda seal guaranteeing organic wellnot tea
567550,B004VLVEL8,AYPQPJLE2YL9K,V. Cash,1,1,5,1349827200,Love Bob's,Love this Cereal! It isn't real smooth and has texture to it. This is great for my daughter. She has a lot of food allergies as well as chewing issues. This cereal allows her some texture yet doesn't require her to really chew. It is really had to find foods that are safe and good for her. We use many of Bob's Red Mill foods and love them!,love cereal isnt real smooth texture great daughter lot food allergy well chewing issue cereal allows texture yet doesnt require really chew really find food safe good use many bob red mill food love
567551,B000RAB5WK,A2J0YD8LI8MAMQ,"AZ Gal ""Di""",0,0,5,1303257600,"GREAT, GREAT Sauce!!!","If you like a sweet and a little spicy, this sauce is for you.  I ordered more after trying one...love it!",like sweet little spicy sauce ordered trying onelove
567552,B004X8SONU,A3LU2UK0XFN7TB,martin mathews,0,1,1,1317254400,not good,"Poor value, very poor. Bad or no taste.Poor value, very poor. Bad or no taste.Poor value, very poor. Bad or no taste.",poor value poor bad tastepoor value poor bad tastepoor value poor bad taste
567553,B003FA2BTK,A3S2BRB306QF80,"san ""Stitching queen""",2,2,5,1305417600,Perfect cat food,This is a great product.  My very picky cats love it.  This is the first food they eat every bite of.  Well worth the price because none of it is wasted.,great product picky cat love first food eat every bite well worth price none wasted
567554,B003FA2BTK,AMRD38D4KPH42,DJS,1,1,5,1318377600,My cats love it,"My cats haven't been this excited to eat since the time they were fed day fresh tuna from the Atlantic.  Even my cat who hides when I have company will come running out if they open a can.  He knows my other cat will take it all and he doesn't want to miss out.  There is no odor and no cruddy residue left behind in the can which makes them easy to clean before putting them in the recycle bin.  And if you've been feeding your cats tuna or sardines as a treat, this food works just as well and is nutritionally balanced.",cat havent excited eat since time fed day fresh tuna atlantic even cat hide company come running open know cat take doesnt want miss odor cruddy residue left behind make easy clean putting recycle bin youve feeding cat tuna sardine treat food work well nutritionally balanced
567555,B003ULE0TS,A2Z4PH8EAX0U4C,Elizabeth Graveman,2,2,5,1326240000,Excellent tea!,"This is one of my favorite teas.  It is from Yunnan province in China. It is low in tannin, so, no matter how weak or strong you prefer your tea, it will not develop that bitter ""edge"" so many tea varieties do. I like it moderately sweetened, with a dash of almond milk.",one favorite tea yunnan province china low tannin matter weak strong prefer tea develop bitter edge many tea variety like moderately sweetened dash almond milk
567556,B003ULE0TS,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",2,2,5,1296000000,"Beautiful Morning Tea, With Caffeine","*****<br />Numi Tea's Chinese Breakfast Yunnan Black Tea is a premium Numi tea, both certified organic and kosher. The only ingredient is fair trade certified organic high mountain Yunnan Black Tea FOP (Flowery Orange Pekoe). There is nothing artificial in this or in any Numi tea.<br /><br />On the box, the manufacturer writes: ""This noble tea is grown in the mist covered mountains of Yunnan province. What distinguishes this fine, organic black tea is its perfect sense of balance, exquisite tiger's eye color, and a lean vibrancy which makes it suitable at any time of day. Like a complex wine, it is the perfect tea for food, marrying well with a wide variety of dishes. It has a distant and hard to place floral quality, yet it leaves the mouth tasting as clean as spring water. And it energizes the body and mind more harmoniously than the best of coffees. We are proud to bring you this high grade leaf.""<br /><br />Although this tea says ""orange pekoe"", it does not taste citrus-y, but has a strong morning black tea taste with flowery overtones. It is like a regular orange pekoe upgraded many, many times, with something delicate, lovely, and flowery added. It's the perfect morning tea, or for anytime you want a high-quality pick-me-up.<br /><br />If you like Numi teas, get it---you won't be sorry. If you are new to Numi but love regular black, this will probably be the best you've ever had, and you'll wonder why you ever drank the ""old stuff""!<br /><br />Highly recommended.<br />*****",numi tea chinese breakfast yunnan black tea premium numi tea certified organic kosher ingredient fair trade certified organic high mountain yunnan black tea fop flowery orange pekoe nothing artificial numi teaon box manufacturer writes noble tea grown mist covered mountain yunnan province distinguishes fine organic black tea perfect sense balance exquisite tiger eye color lean vibrancy make suitable time day like complex wine perfect tea food marrying well wide variety dish distant hard place floral quality yet leaf mouth tasting clean spring water energizes body mind harmoniously best coffee proud bring high grade leafalthough tea say orange pekoe taste citrusy strong morning black tea taste flowery overtone like regular orange pekoe upgraded many many time something delicate lovely flowery added perfect morning tea anytime want highquality pickmeupif like numi tea get ityou wont sorry new numi love regular black probably best youve ever youll wonder ever drank old stuffhighly recommended
567557,B003ULE0TS,A31KTYGZML7UT5,Samsara,2,2,5,1292889600,Numi is  the best tea I have tried so far.,"I am a tea lover, as is my husband. After trying numerous teas including Teavana, we found that this tea is robust, full bodied, and far better than the other black teas we have tried. Numi is organic, fair trade, wonderful packaging and good for the planet. My new years resolution is keeping those qualities in everything I purchase when possible. You will not be dissapointed in this tea.",tea lover husband trying numerous tea including teavana found tea robust full bodied far better black tea tried numi organic fair trade wonderful packaging good planet new year resolution keeping quality everything purchase possible dissapointed tea
567558,B003ULE0TS,A2N2KMX7UJ9A3W,Heidi K. Bertman,0,0,5,1344902400,Great value and flavor in organic tea!,"I drink black tea every day and looked for an option that was reasonably priced, a good flavor and organic. Numi offered all of these and the subscribe and save program makes the price even better.",drink black tea every day looked option reasonably priced good flavor organic numi offered subscribe save program make price even better
567559,B003ULL8HA,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",4,4,5,1296000000,Great Tea For Relaxing,"*****<br />Sweet Meadows is a very relaxing high-quality Numi tea. This herbal tea is certified organic and is kosher. The whole organic chamomile blossoms used in this tea have been cultivated in Egypt's northern valley, and are combined with the finest organic lemon myrtle from the rainforests of Australia. The tea itself is caffeine-free, of course, and has a flowery chamomile and citrus-y flavor. I love the taste and I prefer it over plain chamomile--the lemon adds a lot!<br /><br />The price is perfect, a big savings over single boxes. If you like Numi herbal teas, get it---you won't be sorry.<br /><br />Highly recommended.<br />*****",sweet meadow relaxing highquality numi tea herbal tea certified organic kosher whole organic chamomile blossom used tea cultivated egypt northern valley combined finest organic lemon myrtle rainforest australia tea caffeinefree course flowery chamomile citrusy flavor love taste prefer plain chamomilethe lemon add lotthe price perfect big saving single box like numi herbal tea get ityou wont sorryhighly recommended
567560,B003ULL8HA,A2RXFC4Z878BLQ,Joy Burckart,2,2,5,1321574400,Such a wonderful tea!,I tried this tea today and it was the first one I've tried that made ALL my stress go away. It has a great taste!,tried tea today first one ive tried made stress go away great taste
567561,B003ULL8HA,A2OH0YZ2XEQA63,Maria Orfan,0,0,5,1336953600,Better Than Just Chamomile,"Soothing, I ordered another 3-pack.  A 20oz. cup takes 2 bags, we need the extra fluids anyway.  W/traditional chamomile teabag I have to add a peppermint or red clover & they balance each other out beautifully, this one needs nothing.",soothing ordered another pack oz cup take bag need extra fluid anyway wtraditional chamomile teabag add peppermint red clover balance beautifully one need nothing
567562,B001BKLHMI,A292EHHWC825JV,Jesaco,9,10,5,1256256000,Best Tasting Kashi Bar,However.....<br />You can get a better price at Target or Walmart....$4.14 for a box of four = Approximately $1.04 a bar.  One drawback to Target and Walmart though is they are frequently out of stock due to being so popular.,howeveryou get better price target walmart box four approximately bar one drawback target walmart though frequently stock due popular
567563,B001BKLHMI,A3LL88NARIKY52,"BDogPound ""BDogPound""",4,4,5,1279065600,Better than you think,Very tasty and travels well even in the heat. Box is always messed up but bars are fine,tasty travel well even heat box always messed bar fine
567564,B001BKLHMI,A14CXDFN6J72RG,W,3,3,5,1290297600,"Tastes great, keep you full!","Found them on sale here for roughly $10.50 for box of 12, so it was a better deal than $4.00 for box of 4 at target. They taste great and keep me full between meals. Love them, but don't love the regular price!!",found sale roughly box better deal box target taste great keep full meal love dont love regular price
567565,B001BKLHMI,A2YW72WK6I97UP,Kathleen E. Shelby,2,2,5,1303862400,Almost like a cinnamon roll,These Kashi bars are wonderful.  Heat them a little and they are almost like a cinnamon roll.  You will love them.,kashi bar wonderful heat little almost like cinnamon roll love
567566,B001BKLHMI,A1VV7MD14UNIAK,"Doggy Bird ""doggybird""",4,6,1,1309392000,Worst Tasting Imitation Food Ever!,"I really like all the other Kashi bars in this category, I used to buy the variety pack but changed my order when Amazon started offering subscribe and save for the individual GOLEAN varieties.  I initially resisted this particular variety since I wasn't interested in the idea of coffee cake.  However, every time I ordered another variety this came up as a suggestion.  I have tried new varieties in the past like the pretzel GOLEAN and really enjoyed them.  I finally decided since the main ingredients here were hazelnuts and cinnamon, both of which I like, how bad could it be? Well, I found out.  PRETTY BAD.  PRETTY, PRETTY, PRETTY, PRETTY BAD.  Way too sweet.  Way too artificial tasting.  Someone's really bad idea out of some experimental kitchen of which people should beware.  Awful!",really like kashi bar category used buy variety pack changed order amazon started offering subscribe save individual golean variety initially resisted particular variety since wasnt interested idea coffee cake however every time ordered another variety came suggestion tried new variety past like pretzel golean really enjoyed finally decided since main ingredient hazelnut cinnamon like bad could well found pretty bad pretty pretty pretty pretty bad way sweet way artificial tasting someone really bad idea experimental kitchen people beware awful
567567,B001BKLHMI,A8VDJ9R4Q8AGO,Bestlife78,0,0,5,1344729600,The best Kashi protein Bar,"I have been adding this bar to my diet for years! For those of us that don't like chocolate its the best! Also, its a great way to add a little protein daily!",adding bar diet year u dont like chocolate best also great way add little protein daily
567568,B001BKLHMI,A3T0OTH5072YRE,"M. Reynard ""kairosdreaming""",0,0,4,1336435200,Kashi Go Lean Crunchy Cinnamon Coffee Cake Bar,"I've discovered that I really like the Kashi Go Lean Crunchy bars . They all seem to have good flavors, good ingredients, and they don't have as high of calories as some of the others do.<br /><br />Cinnamon Coffee Cake really did taste like a cinnamon coffee cake.  It was pleasantly sweet, with that hint of spice from the cinnamon, and there was a little bit of sweet frosting stuff drizzled on top too.  It definitely had the crunch as well from the different grains the bar was made up of.  And I liked the crunch, it really made it feel like you were biting into something substantial.<br /><br />The ingredients are good in this bar.  Not the best out of all the brands out there, but still reasonably decent.  The main sweetener is Brown Rice Syrup, but there is also crystalline fructose and evaporated can juice crystals.  The grains are the Kashi seven grain blend that they like to advertise and there's wheat bran and a few other things included as well.  There are some hard to pronounce ingredients, but these appear to be the vitamins.<br /><br />This bar has 160 calories in it.  Not as much as some but still not enough to justify eating these as a snack.  Use them for when you're exercising, or don't have enough time for a full breakfast.  There is 5 grams of fiber and 8 grams of protein as well.  Although there are 13 grams of sugar, which seems a little high.  I do have to say that eating one of these bars does not make me as full as other bars do.  I started getting hungry around ten am after eating the bar at 8 am.  But it still did ok in that aspect, and maybe I was just hungrier than usual.<br /><br />A great flavored bar, I'd definitely buy it again.  I can just see it being a good one to take on a bike trip or some other kind of event.<br /><br />Review by M. Reynard 2012",ive discovered really like kashi go lean crunchy bar seem good flavor good ingredient dont high calorie others docinnamon coffee cake really taste like cinnamon coffee cake pleasantly sweet hint spice cinnamon little bit sweet frosting stuff drizzled top definitely crunch well different grain bar made liked crunch really made feel like biting something substantialthe ingredient good bar best brand still reasonably decent main sweetener brown rice syrup also crystalline fructose evaporated juice crystal grain kashi seven grain blend like advertise there wheat bran thing included well hard pronounce ingredient appear vitaminsthis bar calorie much still enough justify eating snack use youre exercising dont enough time full breakfast gram fiber gram protein well although gram sugar seems little high say eating one bar make full bar started getting hungry around ten eating bar still ok aspect maybe hungrier usuala great flavored bar id definitely buy see good one take bike trip kind eventreview reynard
567569,B001BKLHMI,A22EUO6X3JRJXH,"Lori E. Connors ""mom2booandbobo""",0,0,5,1334016000,My morning go to breakfast!,These bars are amazing. My entire family eats them....from ages 5 - 48. They have good nutritional stats and that makes me happy!,bar amazing entire family eats themfrom age good nutritional stats make happy
567570,B001BKLHMI,A3Q6ZYTTGGWHP0,Socorro,0,0,4,1330992000,Yumm!,"I enjoy the Kashi GOLEAN bars. They are portable, low cal, high fiber, and high protein. They keep you feeling satisfied and full way better than most bars. Given security concerns where I work, I can only take in prepackaged bar type foods. These work great to keep in my desk for days that I cannot get out for lunch. I usually get chocolate type bars, but wanted something different. These were a nice change and taste great too. A little on the sweet side, but overall a tasty meal replacement.",enjoy kashi golean bar portable low cal high fiber high protein keep feeling satisfied full way better bar given security concern work take prepackaged bar type food work great keep desk day cannot get lunch usually get chocolate type bar wanted something different nice change taste great little sweet side overall tasty meal replacement
